"Participant","Experiment_StartDate","Experiment_Duration","Mobile","Gender","Age","SexualOrientation","Ethnicity","DemandCharcateristics_Condition","Fiction_Expectations","Feedback_BigDifferenceRealAI","Feedback_SmallDifferenceRealAI","Feedback_NoDifferenceRealAI","Feedback_LabelsNotCorrect","Feedback_LabelsReversed","Feedback_LabelsAllPhotos","Feedback_LabelsAllAI","Feedback_ConfidenceReal","Feedback_ConfidenceFake","Experiment_Enjoyment","Experiment_Quality","Experiment_Unusual","Experiment_PerceptionChange","Experiment_Feedback","BAIT_AI_Knowledge","BAIT_AI_Use","BAIT_5_ImitatingReality","BAIT_3_VideosIssues","BAIT_12_Benefit","BAIT_9_Dangerous","BAIT_11_Exciting","BAIT_2_ImagesIssues","BAIT_13_ArtIssues","BAIT_10_Worry","BAIT_6_EnvironmentReal","BAIT_8_TextIssues","BAIT_14_ArtRealistic","BAIT_AttentionCheck","BAIT_7_TextRealistic","BAIT_1_ImagesRealistic","BAIT_4_VideosRealistic","BAIT_2_ImagesIssues_rev","BAIT_3_VideosIssues_rev","BAIT_8_TextIssues_rev","BAIT_13_ArtIssues_rev","BAIT_9_Dangerous_rev","BAIT_10_Worry_rev","BAIT_Images","BAIT_Videos","BAIT_Text","BAIT_Art","BAIT_Attitude","BAIT_Reality","BAIT_total","MIST_fake_general_4","MIST_real_general_3","MIST_real_general_4","MIST_real_general_2","MIST_real_general_1","MIST_fake_general_2","MIST_fake_general_1","MIST_fake_general_3","MIST_totalcorrect","BRS_5","BRS_1","BRS_20","BRS_10","BRS_7","BRS_8","BRS_3","BRS_2","BRS_18","BRS_19","BRS_15","BRS_14","BRS_13","BRS_Attention","BRS_12","BRS_4","BRS_17","BRS_11","BRS_6","BRS_9","BRS_16","BRS_Total","Questionnaires_AttentionCheck","Task_AttentionCheck"
"S184","2025-10-01 14:04:36",20.16045,"false","Woman",20,"Bisexual","White","Control",NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,2,NA,NA,NA,NA,2,"A few times per month",3,3,1,5,3,3,5,4,2,3,3,1,3,3,2,3,3,3,1,1,2,3,2.5,3,2,1.75,2.5,2.45833333333333,-36,23,33,50,7,0,0,-58,8,2,3,2,3,3,4,2,3,5,4,4,4,2,1,4,2,4,5,3,2,4,3.25,1,0.888888888888889
"S134","2025-09-30 18:20:21",18.09615,"false","Woman",20,"Heterosexual","White","Control",NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,3,"A few times per month",3,4,3,4,4,3,3,4,3,3,3,0,4,3,5,3,2,3,3,2,2,3,3.5,3.5,3,2.75,3,3.125,4,35,6,-50,17,-100,29,-100,5,3,3,4,3,3,3,3,4,2,3,4,3,4,0,4,4,3,3,3,3,3,3.25,0,0.666666666666667
"S119","2025-09-30 18:18:13",24.2488666666667,"false","Woman",19,"Heterosexual","White","More attractive","I expect to find AI-generated faces less attractive",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,2,NA,NA,NA,NA,3,"A few times per month",0,5,1,6,2,5,6,6,0,4,0,1,1,0,2,1,1,2,0,0,0,0.5,1.5,1.5,0,0.75,0,0.708333333333333,-22,40,100,-33,-100,-57,-49,-82,6,1,1,5,2,1,2,1,1,5,4,4,5,3,1,2,1,1,3,1,1,3,2.35,1,0.888888888888889
"S173","2025-10-01 11:20:57",20.6665333333333,"false","Woman",22,"Heterosexual","White","Control",NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,2,"A few times per week",4,6,3,5,3,3,6,5,0,4,2,1,1,3,4,3,0,2,0,1,1,3,2,1.5,1,2,2,1.91666666666667,12,10,36,20,-31,-73,20,-31,5,1,2,3,1,2,1,1,1,3,3,3,5,3,1,1,2,4,4,1,1,2,2.2,1,0.888888888888889
"S337","2025-10-03 14:25:39",15.8863333333333,"false","Woman",20,"Bisexual","White","Less attractive","I expect to find AI-generated faces less attractive",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA,5,4,NA,NA,NA,NA,2,"A few times per week",0,5,1,6,1,4,0,6,1,5,0,1,4,2,0,2,1,1,6,0,0,2,0.5,2.5,3,0.5,0.5,1.5,-78,-23,65,-62,-56,76,45,71,2,3,1,5,2,2,2,2,2,1,4,5,4,5,1,5,1,4,4,2,1,3,2.9,1,0.888888888888889
"S047","2025-09-29 22:21:56",20.4131333333333,"false","Woman",31,"Heterosexual","White","Self Expectations","I have no expectations",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,4,NA,NA,NA,NA,3,"A few times per week",2,4,3,4,3,4,5,5,5,3,3,1,2,4,4,2,2,3,1,2,1,3,3,2.5,2,2.25,3.5,2.70833333333333,-90,79,85,59,60,-60,17,-74,7,2,4,5,3,4,4,4,3,4,5,2,5,5,1,5,2,5,5,3,1,4,3.75,1,0.888888888888889
"S342","2025-10-04 07:52:12",26.4857333333333,"false","Woman",54,"Heterosexual","Mixed","Less attractive","I have no expectations",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,0,"A few times per week",3,3,2,3,4,3,5,5,3,6,1,1,3,3,3,3,3,0,1,3,1,3,3,1.5,1,2.5,3,2.33333333333333,-47,21,13,8,10,-52,-10,-64,8,1,1,1,1,1,2,2,1,2,2,1,2,2,1,2,1,1,1,1,1,2,1.4,1,0.666666666666667
"S117","2025-09-30 18:18:10",17.9661,"false","Woman",19,"Prefer not to say","White","Self Expectations","I expect to find AI-generated faces less attractive",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,3,NA,2,NA,NA,NA,NA,3,"A few times per month",1,3,2,3,3,3,4,4,2,3,1,1,2,3,2,3,3,3,2,3,2,3,2.5,2.5,1.5,2.5,1.5,2.25,-53,41,-22,-31,14,29,-29,-11,5,1,2,2,2,1,2,2,2,2,3,3,2,4,1,3,2,2,2,2,1,2,2.1,1,0.777777777777778
"S131","2025-09-30 18:19:11",20.8207166666667,"false","Man",19,"Heterosexual","East Asian","More attractive","I expect to find AI-generated faces similarly attractive",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,2,NA,NA,NA,NA,4,"A few times per week",4,4,5,3,4,2,5,1,4,3,2,0,4,4,4,4,2,3,1,3,5,4,3,3.5,1.5,4.25,4,3.375,-28,43,-14,-26,13,-7,23,23,4,4,3,4,3,3,4,3,2,4,4,4,3,4,1,5,4,2,4,3,3,3,3.45,0.5,0.777777777777778
"S085","2025-09-30 16:14:57",24.4037833333333,"false","Woman",20,"Heterosexual","Hispanic/Latino","Control",NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,2,"A few times per month",4,2,6,4,3,2,6,6,6,6,2,1,2,6,5,4,4,0,0,2,0,5,4.5,1,1,2.75,5,3.20833333333333,41,100,96,14,71,-58,-13,94,6,1,2,5,4,2,2,2,1,4,4,1,4,4,1,2,3,3,4,2,2,4,2.8,1,0.777777777777778
"S111","2025-09-30 16:37:30",23.0969333333333,"false","Woman",19,"Heterosexual","White","Control",NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,4,NA,4,NA,NA,NA,NA,3,"A few times per month",4,3,2,5,4,4,5,4,4,4,1,1,3,4,6,2,3,2,1,1,2,3,4.5,2.5,1,2.25,4,2.875,-89,-31,30,44,-36,-52,-88,51,5,2,3,5,4,4,2,3,2,4,2,5,5,4,1,4,2,2,1,3,1,2,3,1,1
"S209","2025-10-02 09:21:23",24.7173666666667,"false","Woman",20,"Bisexual","Black","Less attractive","I have no expectations",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,4,NA,NA,NA,NA,2,"A few times per month",3,4,0,6,4,0,1,6,6,6,6,1,3,5,3,6,2,0,5,0,0,5.5,2.5,1.5,5.5,1,4.5,3.41666666666667,-100,38,-100,-37,-100,100,30,100,2,2,4,3,4,3,4,2,3,5,1,5,4,5,1,5,1,2,5,3,2,3,3.3,1,1
"S059","2025-09-30 09:24:35",24.7591833333333,"false","Non-binary",19,"Bisexual","White","Less attractive","I have no expectations",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,2,NA,NA,NA,NA,1,"Never",3,4,2,5,2,2,5,6,3,4,1,1,2,3,3,4,2,2,1,1,0,3.5,2.5,2,1,1.25,3,2.20833333333333,-79,88,59,42,13,-47,36,30,6,2,2,5,2,1,3,2,1,5,5,4,3,5,1,2,4,5,4,2,2,1,3,1,0.666666666666667
"S065","2025-09-30 09:26:27",20.3029333333333,"false","Woman",20,"Heterosexual","White","Less attractive","I expect to find AI-generated faces more attractive",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,2,NA,NA,NA,NA,2,"A few times per month",4,3,3,5,4,3,4,4,4,5,4,1,6,6,6,3,3,1,2,1,2,4.5,4.5,3.5,3,2.5,4,3.66666666666667,-87,-12,96,25,-19,36,53,-65,4,1,1,2,2,1,3,1,3,5,4,3,3,4,1,2,3,4,5,1,1,3,2.6,1,0.777777777777778
"S114","2025-09-30 18:10:51",30.9160833333333,"false","Woman",21,"Heterosexual","East Asian","Less attractive","I expect to find AI-generated faces more attractive",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2,NA,4,NA,NA,NA,NA,2,"A few times per day",6,3,6,4,6,5,5,4,4,3,3,1,5,5,5,1,3,3,1,2,2,3,4,4,2,4,5,3.66666666666667,-57,35,39,82,-28,-30,27,-57,6,3,5,3,3,5,4,4,4,5,2,5,3,3,1,4,3,5,2,5,5,2,3.75,1,0.555555555555556
"S280","2025-10-03 11:17:42",20.6395,"false","Man",19,"Heterosexual","White","Self Expectations","I expect to find AI-generated faces less attractive",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,4,"A few times per month",3,4,0,6,2,5,6,6,4,4,0,1,4,5,4,1,2,2,0,0,0,3,3,3,0,0.5,3.5,2.16666666666667,64,100,100,68,100,-76,55,53,5,3,4,3,4,4,3,3,4,5,4,5,4,4,1,5,4,4,4,2,4,3,3.8,1,0.555555555555556
"S029","2025-09-29 13:21:07",23.1093333333333,"false","Woman",20,"Bisexual","White","More attractive","I expect to find AI-generated faces less attractive",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,2,"Never",3,3,0,6,3,2,6,6,3,5,0,1,1,4,4,4,3,1,0,0,0,4,3.5,1,0,0.75,3,2.04166666666667,-65,26,21,13,-9,-55,19,-44,6,3,3,3,3,2,3,3,2,3,4,5,4,5,1,4,3,1,1,4,2,4,3.1,1,1
"S012","2025-09-29 13:19:15",26.6053,"false","Man",19,"Heterosexual","Mixed","More attractive","I expect to find AI-generated faces less attractive",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,4,NA,NA,NA,NA,3,"A few times per month",4,5,3,4,6,5,6,5,4,6,0,1,0,3,4,1,1,0,0,2,1,2,2.5,0,0,3,4,1.91666666666667,-100,100,100,-100,100,-100,100,-100,6,1,1,3,1,1,1,1,1,1,1,5,2,5,1,1,1,5,1,1,1,5,1.95,1,0.666666666666667
"S190","2025-10-02 09:18:42",31.8912166666667,"false","Man",20,"Heterosexual","Black","Control",NA,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,3,NA,NA,NA,"I just would like to add that i feel a bit concerned that for some of the pictures i literally could not tell whether it was ai or not lol.",3,"A few times per month",4,4,2,6,1,1,0,6,2,5,5,1,4,6,6,5,2,1,6,0,0,5.5,4,2.5,5.5,0.75,3,3.54166666666667,-98,97,56,-100,-100,-97,98,100,4,1,3,5,1,2,2,1,1,1,3,1,3,4,1,3,2,1,4,2,1,4,2.25,1,1
"S212","2025-10-02 09:21:52",21.0082166666667,"false","Woman",19,"Heterosexual","South Asian","Self Expectations","I expect to find AI-generated faces less attractive",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,3,NA,3,NA,NA,NA,NA,3,"A few times per month",5,6,2,5,3,5,6,2,3,4,4,1,3,3,1,1,0,2,0,1,4,2,0.5,2.5,2,2.5,4,2.25,-100,53,-26,88,38,-100,66,-72,6,2,4,4,3,3,2,3,3,4,4,4,4,4,1,3,4,1,3,2,3,5,3.25,1,1
"S032","2025-09-29 13:22:06",21.8468166666667,"false","Woman",19,"Heterosexual","White","Less attractive","I expect to find AI-generated faces less attractive",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,3,"A few times per month",2,4,3,3,3,5,6,3,2,2,3,1,3,4,3,1,2,4,0,3,3,2.5,2.5,3.5,1.5,3,2,2.5,-64,64,68,37,-64,51,59,24,4,3,3,4,4,2,3,3,3,3,5,4,4,5,1,5,3,3,4,2,2,2,3.35,1,1
"S323","2025-10-03 14:17:54",23.0885833333333,"false","Woman",19,"Heterosexual","South Asian","Less attractive","I expect to find AI-generated faces less attractive",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,3,"A few times per week",4,3,4,6,4,3,6,5,3,4,0,1,2,5,5,3,3,2,0,0,1,4,4,2,0,2.25,3.5,2.625,4,26,45,-62,47,-51,46,-37,5,1,5,4,2,2,3,4,2,1,5,4,5,1,1,2,2,4,4,3,1,5,3,1,0.888888888888889
"S099","2025-09-30 16:16:01",26.0105166666667,"false","Woman",20,"Heterosexual","White","Less attractive","I expect to find AI-generated faces similarly attractive",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,3,NA,3,NA,NA,NA,NA,4,"A few times per month",4,4,3,2,3,2,5,5,4,4,4,1,3,4,3,4,2,2,1,4,1,4,2.5,2.5,2.5,2.75,4,3.04166666666667,40,50,98,38,-57,21,26,79,3,2,3,2,3,3,2,2,1,4,5,5,5,4,1,3,1,3,4,2,1,4,2.95,1,0.888888888888889
"S129","2025-09-30 18:19:06",25.6639666666667,"false","Woman",20,"Bisexual","White","Control",NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,2,NA,NA,NA,"I've still no clue what profound means honestly so I'm not sure if my answers are right for what it means (I answered in thinking profound means new/odd), also I kept forgetting whether the images said AI or photo beforehand, also, as a feminist I don't see any woman as particularly 'ugly' hence my answers!",3,"A few times per month",6,4,5,6,6,0,0,5,6,4,5,1,3,5,2,6,2,2,6,0,1,5.5,2,2.5,5.5,3,6,4.08333333333333,15,20,27,0,0,16,48,48,2,1,1,1,2,1,1,1,1,3,4,1,1,3,1,1,3,3,2,1,1,1,1.65,1,0.777777777777778
"S167","2025-10-01 11:20:24",19.6323833333333,"false","Man",20,"Heterosexual","East Asian","Control",NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,4,NA,NA,NA,NA,4,"A few times per month",2,4,5,3,5,2,3,3,4,3,4,1,5,5,4,4,2,3,3,3,3,4.5,3,4,3.5,4,3,3.66666666666667,-77,0,-28,18,34,-39,58,10,4,3,3,2,4,2,4,4,5,4,4,3,4,4,1,4,4,2,4,3,3,4,3.5,1,1
"S334","2025-10-03 14:20:09",35.5708166666667,"false","Woman",19,"Prefer not to say","White","Less attractive","I expect to find AI-generated faces less attractive",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,4,NA,NA,NA,NA,2,"A few times per month",1,4,0,6,0,2,6,6,0,6,0,1,2,4,4,4,2,0,0,0,0,4,3,1,0,0,0.5,1.41666666666667,60,43,50,43,33,-37,67,-78,6,1,3,4,1,3,3,2,1,4,4,5,4,4,1,3,1,5,3,2,1,3,2.85,1,1
"S127","2025-09-30 18:19:01",20.8869333333333,"false","Woman",21,"Bisexual","South Asian","Self Expectations","I have no expectations",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,4,NA,3,NA,NA,NA,NA,1,"A few times per month",5,1,5,5,4,3,4,5,5,5,5,0,2,6,6,3,5,1,2,1,1,4.5,5.5,1.5,3.5,2.75,5,3.79166666666667,-7,91,19,36,76,17,-9,28,6,3,3,5,1,4,4,4,2,5,4,5,5,5,0,5,4,1,4,4,5,5,3.9,0,0.777777777777778
"S311","2025-10-03 14:17:27",25.9559833333333,"false","Woman",19,"Homosexual","White","Control",NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,4,NA,NA,NA,NA,3,"Never",3,4,0,4,0,3,6,6,1,3,0,1,3,3,3,3,2,3,0,2,0,3,2.5,3,0,0.5,2,1.83333333333333,-74,29,12,40,-19,-27,-66,-28,7,2,4,2,4,1,2,1,2,3,3,5,4,4,1,3,2,1,4,2,1,2,2.6,1,0.666666666666667
"S090","2025-09-30 16:15:05",25.0091666666667,"false","Man",20,"Heterosexual","South Asian","Control",NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,1,NA,NA,NA,"the face part almost put me to sleep",4,"Never",0,6,0,6,0,6,6,6,3,6,0,1,0,6,5,0,0,0,0,0,0,3,2.5,0,0,0,1.5,1.16666666666667,63,-30,100,-47,-59,-97,50,63,2,1,2,1,1,1,5,1,1,4,3,5,5,5,1,1,1,3,5,1,1,1,2.4,1,1
"S274","2025-10-03 11:12:46",21.35545,"false","Woman",19,"Homosexual","Mixed","Less attractive","I have no expectations",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,"A few times per month",5,4,3,1,5,3,5,1,4,5,4,1,3,5,4,3,2,1,1,5,5,4,3,2,2.5,4.5,4.5,3.41666666666667,-100,-100,100,100,-100,-100,-100,-100,6,2,4,5,2,3,2,1,2,5,3,1,5,4,0,4,1,2,3,1,1,2,2.65,0.5,0.666666666666667
"S251","2025-10-02 14:18:00",39.5222,"false","Woman",21,"Homosexual","Mixed","Less attractive","I expect to find AI-generated faces similarly attractive",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,2,2,3,NA,NA,NA,"It was tricky to answer some of the initial questions because in terms of attitudes towards AI, it doesn't clarify if by AI they mean as it currently exists and is implemented in the world, or its potential if implemented and designed differently. Similarly, no distinction is made between generative AI and computational AI. This makes questions like ""How exited are you by AI"" difficult to answer because it depends on the specific type and whether or not I can consider hypothetical, ethical applications. AI that assists research and calculation is extremely useful and exciting for scientific growth, but generative AI that steals artwork and photos off the internet and generates soulless amalgamations of data points is incredibly unethical and potentially dangerous (such as with deepfakes).",4,"Never",2,3,0,6,3,2,6,6,3,3,0,1,3,5,3,4,3,3,0,0,0,4.5,3,3,0,0.75,2.5,2.29166666666667,-16,62,50,-27,50,40,-16,-19,6,1,1,5,1,1,2,1,1,3,4,4,4,5,1,5,1,5,4,1,1,3,2.65,1,0.888888888888889
"S081","2025-09-30 16:14:47",29.7273833333333,"false","Woman",21,"Bisexual","White","Self Expectations","I have no expectations",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,NA,4,4,NA,NA,NA,NA,0,"A few times per month",3,2,3,3,4,2,2,3,5,5,5,1,4,5,5,4,4,1,4,3,3,4.5,4.5,2.5,4.5,3.25,4,3.875,-10,14,50,-29,-17,15,11,18,3,4,3,4,4,3,5,3,5,2,5,3,5,5,0,5,4,5,4,3,3,4,3.95,0.5,0.777777777777778
"S277","2025-10-03 11:17:33",38.1769833333333,"false","Woman",20,"Heterosexual","Mixed","Less attractive","I expect to find AI-generated faces less attractive",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,3,"Once a day",2,3,3,2,3,4,4,3,3,4,6,1,2,5,4,2,3,2,2,4,3,3.5,3.5,2,4,3.25,2.5,3.125,18,0,-53,0,0,0,60,17,1,2,4,2,3,3,3,2,3,3,2,5,5,5,1,4,3,4,3,4,1,5,3.3,1,0.888888888888889
"S098","2025-09-30 16:15:56",39.0629833333333,"false","Woman",20,"Bisexual","White","Control",NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,4,NA,NA,NA,"This has been the most impactful study I have participated in since starting university. I think this research is on such an important topic and I look forward to seeing the published results. ",2,"A few times per month",1,5,4,5,6,2,5,6,4,2,0,1,4,6,2,4,1,4,1,1,0,5,1.5,4,0.5,2.75,2.5,2.70833333333333,59,63,64,23,20,81,-43,-41,6,3,3,4,1,3,5,4,2,5,5,4,5,5,1,5,1,4,4,1,2,5,3.55,1,0.777777777777778
"S252","2025-10-02 14:18:23",27.7273833333333,"false","Woman",20,"Heterosexual","White","Self Expectations","I expect to find AI-generated faces less attractive",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,2,"Once a day",2,4,2,5,2,2,4,5,3,4,3,1,2,4,3,4,2,2,2,1,1,4,2.5,2,2.5,1.5,2.5,2.5,-85,39,40,15,32,-86,34,-81,7,3,3,2,4,4,4,2,2,2,4,2,3,2,1,2,1,1,2,1,1,2,2.35,1,0.666666666666667
"S017","2025-09-29 13:19:29",27.15915,"false","Woman",20,"Heterosexual","White","Less attractive","I expect to find AI-generated faces less attractive",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,2,"Never",1,2,0,6,1,2,5,6,3,5,1,1,2,4,5,4,4,1,1,0,0,4,4.5,1.5,1,0.25,2,2.20833333333333,-70,-22,40,20,-50,50,-60,-71,5,1,4,2,1,1,1,1,1,4,3,2,4,3,1,3,1,1,2,1,1,2,1.95,1,1
"S138","2025-10-01 11:12:02",36.5530666666667,"false","Woman",20,"Prefer not to say","White","Less attractive","I expect to find AI-generated faces more attractive",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,2,"A few times per month",1,4,5,1,1,5,6,1,1,4,1,1,4,5,1,1,2,2,0,5,5,3,1.5,3,0.5,4,1,2.16666666666667,-41,29,33,-39,-30,23,-48,-47,5,4,4,2,4,4,2,2,4,2,4,2,2,2,1,3,2,2,4,3,4,2,2.9,1,0.222222222222222
"S151","2025-10-01 11:19:31",33.8753666666667,"false","Woman",20,"Homosexual","White","Less attractive","I expect to find AI-generated faces less attractive",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,2,"A few times per month",5,2,3,4,4,2,6,4,4,5,1,1,4,5,5,4,4,1,0,2,2,4.5,4.5,2.5,0.5,2.75,4.5,3.20833333333333,-69,21,10,-30,-14,-23,8,-65,5,1,2,4,2,2,2,3,1,4,4,3,4,5,1,4,2,3,4,1,2,3,2.8,1,1
"S008","2025-09-29 13:19:07",23.50185,"false","Woman",21,"Heterosexual","Mixed","Less attractive","I have no expectations",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,3,4,NA,NA,NA,NA,3,"A few times per month",2,3,1,6,3,5,6,6,5,4,5,1,5,4,5,1,3,2,0,0,0,2.5,4,3.5,2.5,1,3.5,2.83333333333333,-44,18,5,-16,26,-28,31,21,5,1,3,5,2,3,4,5,3,1,5,2,5,2,1,4,1,3,5,2,3,4,3.15,1,0.777777777777778
"S135","2025-09-30 18:22:35",24.5207833333333,"false","Woman",21,"Bisexual","White","Less attractive","I expect to find AI-generated faces less attractive",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,2,NA,NA,NA,NA,3,"Never",5,4,3,4,5,1,6,6,5,6,0,1,3,3,3,5,2,0,0,2,0,4,2.5,1.5,0,2.5,5,2.58333333333333,-100,17,88,91,27,76,66,-100,6,1,1,4,4,1,3,1,1,5,4,5,4,4,1,3,2,3,3,1,1,2,2.65,1,1
"S163","2025-10-01 11:20:03",26.7243166666667,"false","Non-binary",23,"Bisexual","White","Self Expectations","I expect to find AI-generated faces less attractive",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,4,NA,NA,NA,NA,4,"A few times per day",4,4,4,3,5,4,5,6,3,4,0,1,4,3,2,2,2,2,1,3,0,2.5,2,3,0.5,3,3.5,2.41666666666667,25,-21,17,18,-15,-57,-24,22,4,1,2,5,2,4,2,1,3,5,2,5,2,4,1,3,1,1,4,1,1,3,2.6,1,1
"S195","2025-10-02 09:19:09",21.6813833333333,"false","Woman",20,"Bisexual","White","More attractive","I expect to find AI-generated faces similarly attractive",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,4,NA,4,NA,NA,NA,NA,2,"A few times per month",5,2,2,4,4,2,4,6,4,6,1,1,2,5,5,4,4,0,2,2,0,4.5,4.5,1,1.5,2,4.5,3,-39,36,87,63,49,44,-45,57,6,1,3,4,4,3,3,2,2,4,5,4,4,5,1,5,2,5,4,2,1,3,3.3,1,0.777777777777778
"S016","2025-09-29 13:19:28",25.1458333333333,"false","Woman",19,"Heterosexual","White","Control",NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,1,NA,NA,NA,NA,3,"A few times per month",5,4,3,4,4,3,6,4,6,4,3,1,3,5,5,3,2,2,0,2,2,4,3.5,2.5,1.5,2.75,5.5,3.29166666666667,34,-37,-68,56,-31,24,49,-58,2,4,3,2,3,5,3,4,3,3,3,4,3,4,0,4,3,4,2,4,5,3,3.45,0.5,0.888888888888889
"S308","2025-10-03 14:17:06",28.3885833333333,"false","Woman",19,"Homosexual","White","Less attractive","I expect to find AI-generated faces less attractive",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,2,NA,NA,NA,NA,4,"A few times per month",1,3,2,4,3,0,5,5,4,4,6,1,3,5,3,6,3,2,1,2,1,5.5,3,2.5,3.5,2,2.5,3.16666666666667,-34,-34,-17,12,-58,20,24,-96,3,4,4,4,3,3,2,3,2,2,4,5,4,4,1,5,1,3,1,3,1,4,3.1,1,0.888888888888889
"S320","2025-10-03 14:17:48",19.5145166666667,"false","Woman",20,"Heterosexual","White","Less attractive","I have no expectations",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,3,"A few times per week",0,5,4,6,0,4,6,6,4,6,6,1,2,6,6,2,1,0,0,0,0,4,3.5,1,3,1,2,2.41666666666667,-26,-51,29,-1,-57,-66,-43,-67,5,3,2,3,4,4,3,2,1,4,3,4,3,5,0,3,3,1,4,2,3,2,2.95,0.5,0.888888888888889
"S234","2025-10-02 14:16:53",26.8834666666667,"false","Woman",19,"Heterosexual","White","More attractive","I expect to find AI-generated faces similarly attractive",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,2,NA,NA,NA,NA,0,"A few times per month",5,5,0,6,0,0,3,6,3,0,3,1,6,6,5,6,1,6,3,0,0,6,3,6,3,0,4,3.66666666666667,-8,-1,8,7,6,-8,9,14,5,1,1,3,1,1,3,1,1,5,2,1,5,1,1,1,1,4,1,1,1,4,1.95,1,0.333333333333333
"S283","2025-10-03 11:17:50",24.7529666666667,"false","Woman",19,"Heterosexual","Mixed","Control",NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,3,"A few times per week",4,3,5,5,4,3,6,4,6,2,4,1,4,5,6,3,3,4,0,1,2,4,4.5,4,2,3,5,3.75,-57,33,31,-32,-21,-23,33,-83,5,4,4,5,4,3,4,3,4,4,5,3,5,5,1,5,2,3,5,2,1,5,3.8,1,0.555555555555556
